voltage_kv_mm,failure_time,fitted_value,log_standardized_residual,exp_standardized_residual,is_outlier_abs_log_residual_gt_2,sigma_used
100.3,606.0,3837.234131683269,-1.5561294652540016,0.2109509862268407,False,1.186036999484966
100.3,1012.0,3837.234131683269,-1.1237619556393934,0.32505465042358705,False,1.186036999484966
100.3,2520.0,3837.234131683269,-0.35453609586078993,0.7014987959315836,False,1.186036999484966
100.3,2610.0,3837.234131683269,-0.3249490595149527,0.7225641604733977,False,1.186036999484966
100.3,3988.0,3837.234131683269,0.03249310371358501,1.033026769070934,False,1.186036999484966
100.3,4100.0,3837.234131683269,0.055845766086426045,1.057434578885335,False,1.186036999484966
100.3,5025.0,3837.234131683269,0.22737370351436514,1.2552988899039785,False,1.186036999484966
100.3,6842.0,3837.234131683269,0.48761401030437673,1.628426172926116,False,1.186036999484966
122.4,188.0,1139.3977957762738,-1.519188010533517,0.21888955082144823,False,1.186036999484966
122.4,297.0,1139.3977957762738,-1.1336265346509535,0.3218638867857853,False,1.186036999484966
122.4,405.0,1139.3977957762738,-0.8721212625232517,0.4180637849506215,False,1.186036999484966
122.4,744.0,1139.3977957762738,-0.3593598832487077,0.69812306334108,False,1.186036999484966
122.4,1218.0,1139.3977957762738,0.05624638675029092,1.0578582938971492,False,1.186036999484966
122.4,1340.0,1139.3977957762738,0.1367324463897183,1.1465213515530372,False,1.186036999484966
122.4,1715.0,1139.3977957762738,0.34477272402206094,1.4116690447427889,False,1.186036999484966
122.4,3382.0,1139.3977957762738,0.9173131845248641,2.5025574388340326,False,1.186036999484966
157.1,49.0,248.71557142204028,-1.3696787391210463,0.25418860729238457,False,1.186036999484966
157.1,99.0,248.71557142204028,-0.7766959297066943,0.45992312192934626,False,1.186036999484966
157.1,154.5,248.71557142204028,-0.40143424192083,0.6693593340366397,False,1.186036999484966
157.1,180.0,248.71557142204028,-0.272633239406788,0.7613719776660367,False,1.186036999484966
157.1,291.0,248.71557142204028,0.13238483042567126,1.1415475369742238,False,1.186036999484966
157.1,447.0,248.71557142204028,0.49429202862308913,1.6393372242910242,False,1.186036999484966
157.1,510.0,248.71557142204028,0.6054623640865346,1.8320991099137718,False,1.186036999484966
157.1,600.0,248.71557142204028,0.7424892271341028,2.101159272911661,False,1.186036999484966
157.1,1656.0,248.71557142204028,1.5984749005742402,4.9454843147607646,False,1.186036999484966
157.1,1721.0,248.71557142204028,1.6309363341408603,5.108655888723492,False,1.186036999484966
219.0,15.0,32.80819096776523,-0.6598681222244556,0.5169195001906508,False,1.186036999484966
219.0,16.0,32.80819096776523,-0.6054528542643525,0.5458271904921489,False,1.186036999484966
219.0,36.0,32.80819096776523,0.07827810570441196,1.0814233668610218,False,1.186036999484966
219.0,50.0,32.80819096776523,0.3552543443164352,1.4265434413595663,False,1.186036999484966
219.0,55.0,32.80819096776523,0.43561455217311545,1.5459128111628513,False,1.186036999484966
219.0,95.0,32.80819096776523,0.8964296082003769,2.4508370228756893,False,1.186036999484966
219.0,122.0,32.80819096776523,1.107337154289867,3.026289114593753,False,1.186036999484966
219.0,129.0,32.80819096776523,1.1543773053582083,3.172047585386472,False,1.186036999484966
219.0,625.0,32.80819096776523,2.484807339210395,11.998808332242321,True,1.186036999484966
219.0,700.0,32.80819096776523,2.5803597421760833,13.201886580910474,True,1.186036999484966
361.4,0.1,1.546808976208086,-2.309185276681984,0.09934215496833843,True,1.186036999484966
361.4,0.33,1.546808976208086,-1.3025366906843359,0.2718413402762209,False,1.186036999484966
361.4,0.5,1.546808976208086,-0.9521973301567112,0.38589215870043375,False,1.186036999484966
361.4,0.5,1.546808976208086,-0.9521973301567112,0.38589215870043375,False,1.186036999484966
361.4,0.9,1.546808976208086,-0.4566085204000474,0.6334282657747483,False,1.186036999484966
361.4,1.0,1.546808976208086,-0.3677744320001249,0.6922733187861875,False,1.186036999484966
361.4,1.55,1.546808976208086,0.0017375909143934499,1.0017391014002284,False,1.186036999484966
361.4,1.65,1.546808976208086,0.054451255840937206,1.055961003228121,False,1.186036999484966
361.4,2.1,1.546808976208086,0.2577856011620463,1.2940613436318271,False,1.186036999484966
361.4,4.0,1.546808976208086,0.8010713643130474,2.2279265713385943,False,1.186036999484966
